id,name,parent_name,source,details
109,Tabaxi,,11,"Created by the Cat Lord—a divine being of the Upper Planes—to blend the qualities of humanoids and cats, tabaxi are a varied people in both attitude and appearance. In some lands, tabaxi live like the cats they resemble, naturally curious and at home in playful environments. In other places, tabaxi live as other folk do, not exhibiting the feline behavior the Cat Lord intended.|||Tabaxi’s appearance is as varied as their attitudes. Some tabaxi have features or patterning in their fur like tigers, jaguars, or other big cats, while others have appearances more like a house cat. Still others have unique patterns or might style their fur to their preferences — or might even be hairless!||||||Ability Score Increase. When determining your character’s ability scores, increase one score by 2 and increase a different score by 1, or increase three different scores by 1. You can't raise any of your scores above 20.|||||||||Creature Type. You are a Humanoid.|||||||||Size. You are Medium or Small. You choose the size when you select this race.|||||||||Speed. Your walking speed is 30 feet, and you have a climbing speed equal to your walking speed.|||||||||Cat's Claws. You can use your claws to make unarmed strikes. When you hit with them, the strike deals 1d6 + your Strength modifier slashing damage, instead of the bludgeoning damage normal for an unarmed strike.|||||||||Cat's Talent. You have proficiency in the Perception and Stealth skills.|||||||||Darkvision. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray.|||||||||Feline Agility. Your reflexes and agility allow you to move with a burst of speed. When you move on your turn in combat, you can double your speed until the end of the turn. Once you use this trait, you can’t use it again until you move 0 feet on one of your turns.|||||||||Languages. Your character can speak, read, and write Common and one other language that you and your DM agree is appropriate for the character. The Player’s Handbook offers a list of languages to choose from. The DM is free to modify that list for a campaign.||||||"
110,Tabaxi,,6,"Hailing from a strange and distant land, wandering tabaxi are catlike humanoids driven by curiosity to collect interesting artifacts, gather tales and stories, and lay eyes on all the world's wonders. Ultimate travelers, the inquisitive tabaxi rarely stay in one place for long. Their innate nature pushes them to leave no secrets uncovered, no treasures or legends lost.||||||Ability Score Increase. Your Dexterity score increases by 2, and your Charisma score increases by 1.|||||||||Age. Tabaxi have lifespans equivalent to humans.|||||||||Alignment. Tabaxi tend toward chaotic alignments, as they let impulse and fancy guide their decisions. They are rarely evil, with most of them driven by curiosity rather than greed or other dark impulses.|||||||||Size. Tabaxi are taller on average than humans and relatively slender. Your size is Medium.|||||||||Speed. Your base walking speed is 30 feet.|||||||||Darkvision. You have a cat's keen senses, especially in the dark. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.|||||||||Feline Agility. Your reflexes and agility allow you to move with a burst of speed. When you move on your tum in combat, you can double your speed until the end of the tum. Once you use this trait, you can't use it again until you move 0 feet on one of your turns.|||||||||Cat's Claws. Because of your claws, you have a climbing speed of 20 feet. In addition, your claws are natural weapons, which you can use to make unarmed strikes. If you hit with them, you deal slashing damage equal to 1d4 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike.|||||||||Cat's Talent. You have proficiency in the Perception and Stealth skills.|||||||||Languages. You can speak, read, and write Common and one other language of your choice.||||||"
111,Tortle,,11,"Tortles have a saying: “We wear our homes on our backs.” These turtle folk live on many worlds, most often journeying up and down coasts, along waterways, and across the sea. Tortles don’t have a unified story of how they were created, but they all have a sense of being mystically connected to the natural world. Carrying their shelter on their backs gives tortles a special feeling of security wherever they go, for even if they visit a far, unknown country, they have a place to lay their heads.|||Tortles exhibit the same range of coloration and patterns found among turtles, and many tortles enjoy adorning their shells in distinctive ways.||||||Ability Score Increase. When determining your character’s ability scores, increase one score by 2 and increase a different score by 1, or increase three different scores by 1. You can't raise any of your scores above 20.|||||||||Creature Type. You are a Humanoid.|||||||||Size. You are Medium or Small. You choose the size when you select this race.|||||||||Speed. Your walking speed is 30 feet.|||||||||Claws. You have claws that you can use to make unarmed strikes. When you hit with them, the strike deals 1d6 + your Strength modifier slashing damage, instead of the bludgeoning damage normal for an unarmed strike.|||||||||Hold Breath. You can hold your breath for up to 1 hour.|||||||||Natural Armor. Your shell provides you a base AC of 17 (your Dexterity modifier doesn’t affect this number). You can’t wear light, medium, or heavy armor, but if you are using a shield, you can apply the shield’s bonus as normal.|||||||||Nature's Intuition. Thanks to your mystical connection to nature, you gain proficiency with one of the following skills of your choice: Animal Handling, Medicine, Nature, Perception, Stealth, or Survival.|||||||||Shell Defense. You can withdraw into your shell as an action. Until you emerge, you gain a +4 bonus to your AC, and you have advantage on Strength and Constitution saving throws. While in your shell, you are prone, your speed is 0 and can’t increase, you have disadvantage on Dexterity saving throws, you can’t take reactions, and the only action you can take is a bonus action to emerge from your shell.|||||||||Languages. Your character can speak, read, and write Common and one other language that you and your DM agree is appropriate for the character. The Player’s Handbook offers a list of languages to choose from. The DM is free to modify that list for a campaign.||||||"
112,Tortle,,80,"What many tortles consider a simple life, others might call a life of adventure. Tortles are born near sandy coastlines, but as soon as they're able to walk on two legs, they become nomad survivalists eager to explore the wilderness, experience its many wonders, put their skills to the test, and make new acquaintances.||||||Ability Score Increase. Your Strength score increases by 2, and your Wisdom score increases by 1.|||||||||Age. Young tortles crawl for a few weeks after birth before learning to walk on two legs. They reach adulthood by the age of 15 and live an average of 50 years.|||||||||Alignment. Tortles tend to lead orderly, ritualistic lives. They develop customs and routines, becoming more set in their ways as they age. Most are lawful good. A few can be selfish and greedy, tending more toward evil, but it's unusual for a tortle to shuck off order in favor of chaos.|||||||||Size. Tortle adults stand 5 to 6 feet tall and average 450 pounds. Their shells account for roughly one-third of their weight. Your size is Medium.|||||||||Speed. Your base walking speed is 30 feet.|||||||||Claws. Your claws are natural weapons, which you can use to make unarmed strikes. If you hit with them, you deal slashing damage equal to 1d4 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike.|||||||||Hold Breath. You can hold your breath for up to 1 hour at a time. Tortles aren't natural swimmers, but they can remain underwater for some time before needing to come up for air.|||||||||Natural Armor. Due to your shell and the shape of your body, you are ill-suited to wearing armor. Your shell provides ample protection, however; it gives you a base AC of 17 (your Dexterity modifier doesn't affect this number). You gain no benefit from wearing armor, but if you are using a shield, you can apply the shield's bonus as normal.|||||||||Shell Defense. You can withdraw into your shell as an action. Until you emerge, you gain a +4 bonus to AC, and you have advantage on Strength and Constitution saving throws. While in your shell, you are prone, your speed is 0 and can't increase, you have disadvantage on Dexterity saving throws, you can't take reactions, and the only action you can take is a bonus action to emerge from your shell.|||||||||Survival Instinct. You gain proficiency in the Survival skill. Tortles have finely honed survival instincts.|||||||||Languages. You can speak, read, and write Common and Aquan.||||||"
113,Triton,,11,"Originally from the Elemental Plane of Water, many tritons entered the Material Plane centuries ago in response to the growing threat of evil elementals. Those tritons spread across the worlds’ oceans, protecting the surface from terrors in the deep. Over time, triton have extended their stewardship over the sea floor to the ocean’s surface.|||Tritons have webbed hands and feet, small fins on their calves, and coloration that favors blues and greens.||||||Ability Score Increase. When determining your character’s ability scores, increase one score by 2 and increase a different score by 1, or increase three different scores by 1. You can't raise any of your scores above 20.|||||||||Creature Type. You are a Humanoid.|||||||||Size. You are Medium.|||||||||Speed. Your walking speed is 30 feet, and you have a swimming speed equal to your walking speed.|||||||||Amphibious. You can breathe air and water.|||||||||Control Air and Water. You can cast Fog Cloud with this trait. Starting at 3rd level, you can cast the Gust of Wind spell with this trait. Starting at 5th level, you can also cast the Water Walk spell with it. Once you cast any of these spells with this trait, you can’t cast that spell with it again until you finish a long rest. You can also cast these spells using any spell slots you have of the appropriate level.||||||Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race).|||||||||||||||Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race).|||||||||Darkvision. You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray.|||||||||Emissary of the Sea. You can communicate simple ideas to any Beast, Elemental, or Monstrosity that has a swimming speed. It can understand your words, though you have no special ability to understand it in return.|||||||||Guardian of the Depths. Adapted to the frigid ocean depths, you have resistance to cold damage.|||||||||Languages. Your character can speak, read, and write Common and one other language that you and your DM agree is appropriate for the character. The Player’s Handbook offers a list of languages to choose from. The DM is free to modify that list for a campaign.||||||"
114,Triton,,6,"Tritons guard the ocean depths, building small settlements beside deep trenches, portals to the elemental planes, and other dangerous spots far from the eyes of land-bound folk. Long-established guardians of the deep ocean floor, the noble tritons have gradually become increasingly active in the world above.||||||Ability Score Increase. Your Strength, Constitution, and Charisma scores each increase by 1.|||||||||Age. Tritons reach maturity around age 15 and can live up to 200 years.|||||||||Alignment. Tritons tend toward lawful good. As guardians of the darkest reaches of the sea, their culture pushes them toward order and benevolence.|||||||||Size. Tritons are slightly shorter than humans, averaging about 5 feet tall. Your size is Medium.|||||||||Speed. Your base walking speed is 30 feet, and you have a swimming speed of 30 feet.|||||||||Amphibious. You can breathe air and water.|||||||||Control Air and Water. A child of the sea, you can call on the magic of elemental air and water. You can cast Fog Cloud with this trait. Starting at 3rd level, you can cast Gust of Wind with it, and starting at 5th level, you can also cast Wall of Water with it. Once you cast a spell with this trait, you can’t cast that spell with it again until you finish a long rest. Charisma is your spellcasting ability for these spells.|||||||||Darkvision. You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You can’t discern color in darkness, only shades of gray.|||||||||Emissary of the Sea. Aquatic beasts have an extraordinary affinity with your people. You can communicate simple ideas with beasts that can breathe water. They can understand the meaning of your words, though you have no special ability to understand them in return.|||||||||Guardians of the Depths. Adapted to even the most extreme ocean depths, you have resistance to cold damage.|||||||||Languages. You can speak, read, and write Common and Primordial.||||||"
115,Bugbear,,11,"Neither bugs nor bears, bugbears are the hulking cousins of goblins and hobgoblins. With roots in the Feywild, early bugbears resided in hidden places, in hard-to-reach and shadowed spaces. Long ago and from out of the corner of your eye, they came to the Material Plane, urged to spread throughout the multiverse by the conquering god Maglubiyet. Centuries later, they still bear a fey gift for lurking just out of sight, and many of them have sneaked away from that god’s influence.|||They are long of limb and covered in coarse hair, with wedge-shaped ears and pointed teeth. Despite their formidable build, bugbears are quiet skulkers, thanks to a fey magic that allows them to hide in spaces seemingly too small for them.||||||Ability Score Increase. When determining your character’s ability scores, increase one score by 2 and increase a different score by 1, or increase three different scores by 1. You can't raise any of your scores above 20.|||||||||Creature Type. You are a Humanoid. You are also considered a goblinoid for any prerequisite or effect that requires you to be a goblinoid.|||||||||Size. Your size is Medium.|||||||||Speed. Your walking speed is 30 feet.|||||||||Darkvision. You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray.|||||||||Fey Ancestry. You have advantage on saving throws you make to avoid or end the charmed condition on yourself.|||||||||Long-Limbed. When you make a melee attack on your turn, your reach for it is 5 feet greater than normal.|||||||||Powerful Build. You count as one size larger when determining your carrying capacity and the weight you can push, drag, or lift.|||||||||Sneaky. You are proficient in the Stealth skill. In addition, without squeezing, you can move through and stop in a space large enough for a Small creature.|||||||||Surprise Attack. If you hit a creature with an attack roll, the creature takes an extra 2d6 damage if it hasn’t taken a turn yet in the current combat.|||||||||Languages. Your character can speak, read, and write Common and one other language that you and your DM agree is appropriate for the character. The Player’s Handbook offers a list of languages to choose from. The DM is free to modify that list for a campaign.||||||"
116,Bugbear,,6,"Bugbears rely on stealth and strength to attack, preferring to operate at night. When they're not in battle, bugbears spend much of their time resting or dozing, and bully weaker creatures into doing their bidding. From the viewpoint of the rest of the world, their aggression and savagery are thankfully offset by their rarity and lethargy.||||||Ability Score Increase. Your Strength score increases by 2, and your Dexterity score increases by 1.|||||||||Age. Bugbears reach adulthood at age 16 and live up to 80 years.|||||||||Alignment. Bugbears endure a harsh existence that demands each of them to remain self-sufficient, even at the expense of their fellows. They tend to be chaotic evil.|||||||||Size. Bugbears are between 6 and 8 feet tall and weigh between 250 and 350 pounds. Your size is Medium.|||||||||Speed. Your base walking speed is 30 feet.|||||||||Darkvision. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.|||||||||Long-Limbed. When you make a melee attack on your turn, your reach for it is 5 feet greater than normal.|||||||||Powerful Build. You count as one size larger when determining your carrying capacity and the weight you can push, drag, or lift.|||||||||Sneaky. You are proficient in the Stealth skill.|||||||||Surprise Attack. If you surprise a creature and hit it with an attack on your first turn in combat, the attack deals an extra 2d6 damage to it. You can use this trait only once per combat.|||||||||Languages. You can speak, read, and write Common and Goblin.||||||"
117,Centaur,,11,"Centaurs gallop throughout the multiverse and trace their origins to many different realms. The centaurs presented here hail from the Feywild and mystically resonate with the natural world. From the waist up, they resemble elves, displaying all the elf varieties of skin tone. From the waist down, they have the bodies of horses.||||||Ability Score Increase. When determining your character’s ability scores, increase one score by 2 and increase a different score by 1, or increase three different scores by 1. You can't raise any of your scores above 20.|||||||||Creature Type. You are a Fey.|||||||||Size. Your size is Medium.|||||||||Speed. Your walking speed is 40 feet.|||||||||Charge. If you move at least 30 feet straight toward a target and then hit it with a melee weapon attack on the same turn, you can immediately follow that attack with a bonus action, making one attack against the target with your hooves.|||||||||Equine Build. You count as one size larger when determining your carrying capacity and the weight you can push or drag.||||||In addition, any climb that requires hands and feet is especially difficult for you because of your equine legs. When you make such a climb, each foot of movement costs you 4 extra feet instead of the normal 1 extra foot.|||||||||||||||In addition, any climb that requires hands and feet is especially difficult for you because of your equine legs. When you make such a climb, each foot of movement costs you 4 extra feet instead of the normal 1 extra foot.|||||||||Hooves. You have hooves that you can use to make unarmed strikes. When you hit with them, the strike deals 1d6 + your Strength modifier bludgeoning damage, instead of the bludgeoning damage normal for an unarmed strike.|||||||||Natural Affinity. Your fey connection to nature gives you an intuitive connection to the natural world and the animals within it. You therefore have proficiency in one of the following skills of your choice: Animal Handling, Medicine, Nature, or Survival.|||||||||Languages. Your character can speak, read, and write Common and one other language that you and your DM agree is appropriate for the character. The Player’s Handbook offers a list of languages to choose from. The DM is free to modify that list for a campaign.||||||"
118,Centaur,,15,"In the sprawling city of Ravnica, where ""open road"" seems like a contradiction and ""open plain"" is sheer nonsense, centaurs nevertheless retain a love of wide spaces and the freedom to travel. As much as they can, centaurs run-in wide plazas, spacious parks, and expanses of rubble and ruin. They race the wind, hooves thundering and tails streaming behind them, until the next wall looms in their path and brings them to a stop.|||Centaurs have the upper bodies, down to the waist, of muscular humans, displaying all the human variety of skin tones and features. Their ears are slightly pointed, but their faces are wider and squarer than those of elves. Below the waist, they have the bodies of small horses, with a similar range of coloration - from various s hades of chestnut or bay to dappled or even zebra like striped patterns. Most centaurs style their hair and their tails in a similar way. Selesnya centaurs favor long, flowing hair. Gruul centaurs cut their hair in rough. spiky styles.|||The upper bodies of centaurs are comparable to human torsos in size, and their lower equine bodies average about 4 feet tall al the withers. Though they are smaller than a human rider mounted on a horse, they fill similar roles as cavalry warriors. messengers, outriders, and scouts.||||||Ability Score Increase. Your Strength score increases by 2, and your Wisdom score increases by 1.|||||||||Age. Centaurs mature and age at about the same rate as humans.|||||||||Alignment. Centaurs are inclined toward neutrality. Those who join the Selesnya are more often neutral good, while those who join the Gruul are typically chaotic neutral.|||||||||Size. Centaurs stand between 6 and 7 feet tall, with their equine bodies reaching about 4 feet at the withers. Your size is Medium.|||||||||Speed. Your base walking speed is 40 feet.|||||||||Fey. Your creature type is fey, rather than humanoid.|||||||||Charge. If you move at least 30 feet straight toward a target and then hit it with a melee weapon attack on the same turn, you can immediately follow that attack with a bonus action, making one attack against the target with your hooves.|||||||||Hooves. Your hooves are natural melee weapons, which you can use to make unarmed strikes. If you hit with them, you deal bludgeoning damage equal to 1d4 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike.|||||||||Equine Build. You count as one size larger when determining your carrying capacity and the weight you can push or drag. In addition, any climb that requires hands and feet is especially difficult for you because of your equine legs. When you make such a climb, each foot of movement costs you 4 extra feet, instead of the normal 1 extra foot.|||||||||Survivor. You have proficiency in one of the following skills: Animal Handling, Medicine, Nature, or Survival.|||||||||Languages. You can speak, read, and write Common and Sylvan. Sylvan is widely spoken in the Selesnya Conclave, for it is rich in vocabulary to describe natural phenomena and spiritual forces.||||||"
119,Centaur,,19,"Powerful and curious, quick to act and knowledgeable of the wider world, centaurs seek to experience life's boundless bounty. The centaurs of Theros are divided into two groups: members of the far-traveling Lagonna band and the proud raiders of the Pheres band. These bands occupy territories situated between the three major human poleis, making them common sights to those who travel human lands. Not ones to settle in permanent homes, though, centaurs might be found wherever there are wonders to be witnessed and adventures to be had.|||Though centaurs share the same basic physiology, the centaur bands are commonly associated with their own distinct traits.|||Lagonna band centaurs tend to be sleek and muscular, with powerful legs built for endurance rather than speed. They usually have coats of a single color, often with a shine that can look metallic in bright light.|||Pheres band centaurs typically have long, nimble legs and lean bodies, and are often marked with natural color patterns on their hide. Pheres centaurs sometimes paint or tattoo their upper bodies to match the patterns on their lower half. Occasionally, a Pheres centaur is born with vertical stripes on their hooves, foretelling an exciting and adventurous life.||||||Ability Score Increase. Your Strength score increases by 2, and your Wisdom score increases by 1.|||||||||Age. Centaurs mature and age at about the same rate as humans.|||||||||Alignment. Centaurs are inclined toward neutrality. Lagonna centaurs tend to be more lawful, while Pheres centaurs are more often chaotic.|||||||||Size. Centaurs stand between 6 and 7 feet tall, with their equine bodies reaching about 4 feet at the withers. Pheres centaurs tend to be slightly larger than Lagonna centaurs. Your size is Medium.|||||||||Speed. Your base walking speed is 40 feet.|||||||||Fey. Your creature type is fey, rather than humanoid.|||||||||Charge. If you move at least 30 feet straight toward a target and then hit it with a melee weapon attack on the same turn, you can immediately follow that attack with a bonus action, making one attack against the target with your hooves.|||||||||Hooves. Your hooves are natural melee weapons, which you can use to make unarmed strikes. If you hit with them, you deal bludgeoning damage equal to 1d4 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike.|||||||||Equine Build. You count as one size larger when determining your carrying capacity and the weight you can push or drag. In addition, any climb that requires hands and feet is especially difficult for you because of your equine legs. When you make such a climb, each foot of movement costs you 4 extra feet, instead of the normal 1 extra foot.|||||||||Survivor. You have proficiency in one of the following skills: Animal Handling, Medicine, Nature, or Survival.|||||||||Languages. You can speak, read, and write Common and Sylvan.||||||"
120,Goblin,,11,"A subterranean folk, goblins can be found in every corner of the multiverse, often beside their bugbear and hobgoblin kin. Long before the god Maglubiyet conquered them, early goblins served in the court of the Queen of Air and Darkness, one of the Feywild’s archfey. Goblins thrived in her dangerous domain thanks to a special boon from her—a supernatural knack for finding the weak spots in foes larger than themselves and for getting out of trouble. Goblins brought this fey boon with them to worlds across the Material Plane, even if they don’t remember the fey realm they inhabited before Maglubiyet’s rise. Now many goblins pursue their own destinies, escaping the plots of both archfey and gods.||||||Ability Score Increase. When determining your character’s ability scores, increase one score by 2 and increase a different score by 1, or increase three different scores by 1. You can't raise any of your scores above 20.|||||||||Creature Type. You are a Humanoid. You are also considered a goblinoid for any prerequisite or effect that requires you to be a goblinoid.|||||||||Size. You are Small.|||||||||Speed. Your walking speed is 30 feet.|||||||||Darkvision. You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray.|||||||||Fey Ancestry. You have advantage on saving throws you make to avoid or end the charmed condition on yourself.|||||||||Fury of the Small. When you damage a creature with an attack or a spell and the creature’s size is larger than yours, you can cause the attack or spell to deal extra damage to the creature. The extra damage equals your proficiency bonus.||||||You can use this trait a number of times equal to your proficiency bonus, regaining all expended uses when you finish a long rest, and you can use it no more than once per turn.|||||||||||||||You can use this trait a number of times equal to your proficiency bonus, regaining all expended uses when you finish a long rest, and you can use it no more than once per turn.|||||||||Nimble Escape. You can take the Disengage or Hide action as a bonus action on each of your turns.|||||||||Languages. Your character can speak, read, and write Common and one other language that you and your DM agree is appropriate for the character. The Player’s Handbook offers a list of languages to choose from. The DM is free to modify that list for a campaign.||||||"
121,Goblin,,6,"Goblins occupy an uneasy place in a dangerous world, and they react by lashing out at any creatures they believe they can bully. Cunning in battle and cruel in victory, goblins are fawning and servile in defeat.||||||Ability Score Increase. Your Dexterity score increases by 2, and your Constitution score increases by 1.|||||||||Age. Goblins reach adulthood at age 8 and live up to 60 years.|||||||||Alignment. Goblins are typically neutral evil, as they care only for their own needs. A few goblins might tend toward good or neutrality, but only rarely.|||||||||Size. Goblins are between 3 and 4 feet tall and weigh between 40 and 80 pounds. Your size is Small.|||||||||Speed. Your base walking speed is 30 feet.|||||||||Darkvision. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.|||||||||Fury of the Small. When you damage a creature with an attack or a spell and the creature's size is larger than yours, you can cause the attack or spell to deal extra damage to the creature. The extra damage equals your level. Once you use this trait, you can't use it again until you finish a short or long rest.|||||||||Nimble Escape. You can take the Disengage or Hide action as a bonus action on each of your turns.|||||||||Languages. You can speak, read, and write Common and Goblin.||||||"
122,Goblin,,81,"Source: Adventures with Muk, Extra Life 2019|||Dankwood goblins are much like any other run-of-the-mill goblin but they are much more gentle and artistic than the savage and uncouth goblins of the world.|||They are inquisitive and have a magical bond with the small forest creatures with which they are often friends. They are fast and numble and love to explore. Because of this they make great adventurers and guides.||||||Ability Score Increase. Your Dexterity score increases by 2, and your Wisdom score increases by 1.|||||||||Age. Dankwood goblins reach adulthood at age 8 and live up to 60 years.|||||||||Alignment. Dankwood goblins are typically neutral or neutral good, though some mischievous dankwood goblins are chaotic neutral.|||||||||Size. Dankwood goblins are between 3 and 4 feet tall and weigh between 40 and 80 pounds. Your size is Small.|||||||||Speed. Your base walking speed is 30 feet|||||||||Darkvision. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.|||||||||Speak with Small Beasts. Through sounds nad gestures you can communicate simple ideas with Small of smaller beasts. Dankwood goblins love animals and often keep squirrels, badgers, rabbits, moles, woodpeckers, and other creatures as beloved pets.|||||||||Nimble Escape. You can take the Disengage or Hide action as a bonus action on each of your turns.|||||||||Languages. You can speak, read, and write Common and Goblin.||||||"
123,Goblin,,2,"Goblins are native to Ixalan, and their eager curiosity drew them to the ships of the Brazen Coalition where the pirates first made landfall on the Sun Empire's shores. Though they still thrive in remote jungle colonies, goblins are most commonly seen swinging on the ropes of sleek pirate ships.|||Goblins stand about three feet tall, though they rarely stand upright. They prefer a crouched posture that lets them scramble quickly on all fours, aided by their long prehensile tails. Their hearing and eyesight make them excellent lookouts, and their agility serves them well as crew members on pirate ships. They climb, swing, and jump easily among a ship's ropes, and can get into tight spaces that humans can't. For better or worse, many goblins are also incorrigible pranksters, and they often have a hard time determining when a prank is inappropriate, is poorly timed, or has gone too far.||||||Ability Score Increase. Your Dexterity score increases by 2.|||||||||Age. Goblins mature faster than humans, reaching adulthood around age 12. They age noticeably faster, and though few goblins live to old age, the most cautious rarely live longer than 50 years.|||||||||Alignment. Most goblins are wildly chaotic, with no particular inclination toward good or evil but a strong tendency toward mischief.|||||||||Size. Goblins average about 3 feet tall and weigh about 40 pounds. Your size is Small.|||||||||Speed. Your base walking speed is 25 feet|||||||||Agile Climber. You have a climbing speed of 25 feet. You can't use your climbing speed while you wear medium or heavy armor. (If your campaign uses the variant rule for encumbrance, you can't use your climbing speed if you are encumbered.)|||||||||Darkvision. Accustomed to life in the jungle night, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.|||||||||Languages. You can speak, read, and write Common (if it exists in your campaign) and Goblin.||||||"
