id,name,type,actions,ac,hp,spd,str,dex,con,int,wis,cha,extras,senses,languages,cr,source,image
324,"Swarm of Quippers","Medium Swarm of Tiny Beasts, unaligned","Blood Frenzy. The swarm has advantage on melee attack rolls against any creature that doesn't have all its hit points.|||Swarm. The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny quipper. The swarm can't regain hit points or gain temporary hit points.|||Water Breathing. The swarm can breathe only underwater.|||Bites. Melee Weapon Attack: +5 to hit, reach 0 ft., one creature in the swarm's space. Hit: 14 (4d6) piercing damage, or 7 (2d6) piercing damage if the swarm has half of its hit points or fewer.",13,"28 (8d8 - 8)"," 0 ft., swim 40 ft.","13 (+1)","16 (+3)","9 (-1)","1 (-5)","7 (-2)","2 (-4)","Damage Resistances: bludgeoning, piercing, slashing|||Condition Immunities: charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned|||"," darkvision 60 ft., passive Perception 8","—","1 (200 XP)",5,""
325,"Swarm of Rats","Medium Swarm of Tiny Beasts, unaligned","Keen Smell. The swarm has advantage on Wisdom (Perception) checks that rely on smell.|||Swarm. The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny rat. The swarm can't regain hit points or gain temporary hit points.|||Bites. Melee Weapon Attack: +2 to hit, reach 0 ft., one target in the swarm's space. Hit: 7 (2d6) piercing damage, or 3 (1d6) piercing damage if the swarm has half of its hit points or fewer.",10,"24 (7d8 - 7)","30 ft.","9 (-1)","11 (+0)","9 (-1)","2 (-4)","10 (+0)","3 (-4)","Damage Resistances: bludgeoning, piercing, slashing|||Condition Immunities: charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned|||"," darkvision 30 ft., passive Perception 10","—","1/4 (50 XP)",5,""
326,"Swarm of Ravens","Medium Swarm of Tiny Beasts, unaligned","Swarm. The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny raven. The swarm can't regain hit points or gain temporary hit points.|||Beaks. Melee Weapon Attack: +4 to hit, reach 5 ft., one target in the swarm's space. Hit: 7 (2d6) piercing damage, or 3 (1d6) piercing damage if the swarm has half of its hit points or fewer.",12,"24 (7d8 - 7)"," 10 ft., fly 50 ft.","6 (-2)","14 (+2)","8 (-1)","3 (-4)","12 (+1)","6 (-2)","Skills: Perception +5|||Damage Resistances: bludgeoning, piercing, slashing|||Condition Immunities: charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned|||","passive Perception 15","—","1/4 (50 XP)",5,""
327,Tarrasque,"Gargantuan monstrosity (Titan), unaligned","Legendary Resistance (3/Day). If the tarrasque fails a saving throw, it can choose to succeed instead.|||Magic Resistance. The tarrasque has advantage on saving throws against spells and other magical effects.|||Reflective Carapace. Any time the tarrasque is targeted by a magic missile spell, a line spell, or a spell that requires a ranged attack roll, roll a d6. On a 1 to 5, the tarrasque is unaffected. On a 6, the tarrasque is unaffected, and the effect is reflected back at the caster as though it originated from the tarrasque, turning the caster into the target.|||Siege Monster. The tarrasque deals double damage to objects and structures.|||Multiattack. The tarrasque can use its Frightful Presence. It then makes five attacks: one with its bite, two with its claws, one with its horns, and one with its tail. It can use its Swallow instead of its bite.|||Bite. Melee Weapon Attack: +19 to hit, reach 10 ft., one target. Hit: 36 (4d12 + 10) piercing damage. If the target is a creature, it is grappled (escape DC 20). Until this grapple ends, the target is restrained, and the tarrasque can't bite another target.|||Claw. Melee Weapon Attack: +19 to hit, reach 15 ft., one target. Hit: 28 (4d8 + 10) stashing damage.|||Horns. Melee Weapon Attack: +19 to hit, reach 10 ft., one target. Hit: 32 (4d10 + 10) piercing damage.|||Tail. Melee Weapon Attack: +19 to hit, reach 20 ft., one target. Hit: 24 (4d6 + 10) bludgeoning damage. If the target is a creature, it must succeed on a DC 20 Strength saving throw or be knocked prone.|||Frightful Presence. Each creature of the tarrasque's choice within 120 feet of it and aware of it must succeed on a DC 17 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, with disadvantage if the tarrasque is within line of sight, ending the effect on itself on a success. If a creature's saving throw Is successful or the effect ends for it, the creature is immune to the tarrasque's Frightful Presence for the next 24 hours.|||Swallow. The tarrasque makes one bite attack against a Large or smaller creature it is grappling. If the attack hits, the target takes the bite's damage, the target is swallowed, and the grapple ends. While swallowed, the creature is blinded and restrained, it has total cover against attacks and other effects outside the tarrasque, and it takes bO (I6d6) acid damage at the start of each of the tarrasque's turns. If the tarrasque takes 60 damage or more on a single turn from a creature inside it, the tarrasque must succeed on a DC 30 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, which fall prone in a space within 10 feet of the tarrasque. If the tarrasque dies, a swallowed creature is no longer restrained by it and can escape from the corpse by using 30 feet of movement, exiting prone.|||The tarrasque can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The tarrasque regains spent legendary actions at the start of its turn.|||Attack. The tarrasque makes one claw attack or tail attack.|||Move. The tarrasque moves up to half its speed.|||Chomp (Costs 2 Actions). The tarrasque makes one bite attack or uses its Swallow.","25 (natural armor)","676 (33d20 + 330)","40 ft.","30 (+10)","11 (+0)","30 (+10)","3 (-4)","11 (+0)","11 (+0)","Saving Throws: Int +5, Wis +9, Cha +9|||Damage Immunities: fire, poison; bludgeoning, piercing and slashing from nonmagical attacks|||Condition Immunities: charmed, frightened, paralyzed, poisoned|||"," blindsight 120 ft., passive Perception 10","—","30 (155000 XP)",5,https://www.aidedd.org/dnd/images/tarrasque.jpg
328,Thug,"Medium humanoid (any race), any non-good alignment","Pack Tactics. The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 feet of the creature and the ally isn't incapacitated.|||Multiattack. The thug makes two melee attacks.|||Mace. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) bludgeoning damage.|||Heavy Crossbow. Ranged Weapon Attack: +2 to hit, range 100/400 ft., one target. Hit: 5 (1d10) piercing damage.","11 (leather armor)","32 (5d8 + 10)","30 ft.","15 (+2)","11 (+0)","14 (+2)","10 (+0)","10 (+0)","11 (+0)","Skills: Intimidation +2|||","passive Perception 10","any one language (usually Common)","1/2 (100 XP)",5,https://www.aidedd.org/dnd/images/thug.jpg
329,Tiger,"Large beast, unaligned","Keen Smell. The tiger has advantage on Wisdom (Perception) checks that rely on smell.|||Pounce. If the tiger moves at least 20 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the tiger can make one bite attack against it as a bonus action.|||Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage.|||Claw. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage.",12,"37 (5d10 + 10)","40 ft.","17 (+3)","15 (+2)","14 (+2)","3 (-4)","12 (+1)","8 (-1)","Skills: Perception +3, Stealth +6|||"," darkvision 60 ft., passive Perception 13","—","1 (200 XP)",5,""
330,Treant,"Huge plant, chaotic good","False Appearance. While the treant remains motionless, it is indistinguishable from a normal tree.|||Siege Monster. The treant deals double damage to objects and structures.|||Multiattack. The treant makes two slam attacks.|||Slam. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 16 (3d6 + 6) bludgeoning damage.|||Rock. Ranged Weapon Attack: +10 to hit, range 60/180 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.|||Animate Trees (1/Day). The treant magically animates one or two trees it can see within 60 feet of it. These trees have the same statistics as a treant, except they have Intelligence and Charisma scores of 1, they can't speak, and they have only the Slam action option. An animated tree acts as an ally of the treant. The tree remains animate for 1 day or until it dies; until the treant dies or is more than 120 feet from the tree; or until the treant takes a bonus action to turn it back into an inanimate tree. The tree then takes root if possible.","16 (natural armor)","138 (12d12 + 60)","30 ft.","23 (+6)","8 (-1)","21 (+5)","12 (+1)","16 (+3)","12 (+1)","Damage Resistances: bludgeoning, piercing|||Damage Vulnerabilities: fire|||","passive Perception 13"," Common, Druidic, Elvish, Sylvan","9 (5000 XP)",5,https://www.aidedd.org/dnd/images/treant.jpg
331,"Tribal Warrior","Medium humanoid (any race), any alignment","Pack Tactics. The warrior has advantage on an attack roll against a creature if at least one of the warrior's allies is within 5 feet of the creature and the ally isn't incapacitated.|||Spear. Melee or Ranged Weapon Attack: +3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d6 + 1) piercing damage, or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.","12 (hide armor)","11 (2d8 + 2)","30 ft.","13 (+1)","11 (+0)","12 (+1)","8 (-1)","11 (+0)","8 (-1)","","passive Perception 10","any one language","1/8 (25 XP)",5,""
332,Triceratops,"Huge beast, unaligned","Trampling Charge. If the triceratops moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the triceratops can make one stomp attack against it as a bonus action.|||Gore. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 24 (4d8 + 6) piercing damage.|||Stomp. Melee Weapon Attack: +9 to hit, reach 5 ft., one prone creature. Hit: 22 (3d10 + 6) bludgeoning damage","13 (natural armor)","95 (10d12 + 30)","50 ft.","22 (+6)","9 (-1)","17 (+3)","2 (-4)","11 (+0)","5 (-3)","","passive Perception 10","—","5 (1800 XP)",5,https://www.aidedd.org/dnd/images/triceratops.jpg
333,Troglodyte,"Medium humanoid (Troglodyte), chaotic evil","Chameleon Skin. The troglodyte has advantage on Dexterity (Stealth) checks made to hide.|||Stench. Any creature other than a troglodyte that starts its turn within 5 feet of the troglodyte must succeed on a DC 12 Constitution saving throw or be poisoned until the start of the creature's next turn. On a successful saving throw, the creature is immune to the stench of all troglodytes for 1 hour.|||Sunlight Sensitivity. While in sunlight, the troglodyte has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.|||Multiattack. The troglodyte makes three attacks: one with its bite and two with its claws.|||Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.|||Claw. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) slashing damage.","11 (natural armor)","13 (2d8 + 4)","30 ft.","14 (+2)","10 (+0)","14 (+2)","6 (-2)","10 (+0)","6 (-2)","Skills: Stealth +2|||"," darkvision 60 ft., passive Perception 10",Troglodyte,"1/4 (50 XP)",5,https://www.aidedd.org/dnd/images/troglodyte.jpg
334,Troll,"Large giant, chaotic evil","Keen Smell. The troll has advantage on Wisdom (Perception) checks that rely on smell.|||Regeneration. The troll regains 10 hit points at the start of its turn. If the troll takes acid or fire damage, this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.|||Multiattack. The troll makes three attacks: one with its bite and two with its claws.|||Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) piercing damage.|||Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.","15 (natural armor)","84 (8d10 + 40)","30 ft.","18 (+4)","13 (+1)","20 (+5)","7 (-2)","9 (-1)","7 (-2)","Skills: Perception +2|||"," darkvision 60 ft., passive Perception 12",Giant,"5 (1800 XP)",5,https://www.aidedd.org/dnd/images/troll.jpg
335,"Twig Blight","Small plant, neutral evil","False Appearance. While the blight remains motionless, it is indistinguishable from a dead shrub.|||Claws. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) piercing damage.","13 (natural armor)","4 (1d6 + 1)","20 ft.","6 (-2)","13 (+1)","12 (+1)","4 (-3)","8 (-1)","3 (-4)","Skills: Stealth +3|||Damage Vulnerabilities: fire|||Condition Immunities: blinded, deafened|||"," blindsight 60 ft. (blind beyond this radius), passive Perception 9","understands Common but can't speak","1/8 (25 XP)",5,https://www.aidedd.org/dnd/images/blight.jpg
336,"Tyrannosaurus Rex","Huge beast, unaligned","Multiattack. The tyrannosaurus makes two attacks: one with its bite and one with its tail. It can't make both attacks against the same target.|||Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 33 (4d12 + 7) piercing damage. If the target is a Medium or smaller creature, it is grappled (escape DC 17). Until this grapple ends, the target is restrained, and the tyrannosaurus can't bite another target.|||Tail. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 20 (3d8 + 7) bludgeoning damage.","13 (natural armor)","136 (13d12 + 52)","50 ft.","25 (+7)","10 (+0)","19 (+4)","2 (-4)","12 (+1)","9 (-1)","Skills: Perception +4|||","passive Perception 14","—","8 (3900 XP)",5,https://www.aidedd.org/dnd/images/tyrannosaurus-rex.jpg
337,"Umber Hulk","Large monstrosity, chaotic evil","Confusing Caze. When a creature starts its turn within 30 feet of the umber hulk and is able to see the umber hulk's eyes, the umber hulk can magically force it to make a DC 15 Charisma saving throw, unless the umber hulk is incapacitated. On a failed saving throw, the creature can't take reactions until the start of its next turn and rolls a d8 to determine what it does during that turn. On a 1 to 4, the creature does nothing. On a 5 or 6, the creature takes no action but uses all its movement to move in a random direction. On a 7 or 8, the creature makes one melee attack against a random creature, or it does nothing if no creature is within reach. Unless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn. If the creature does so, it can't see the umber hulk until the start of its next turn, when it can avert its eyes again. If the creature looks at the umber hulk in the meantime, it must immediately make the save.|||Tunneler. The umber hulk can burrow through solid rock at half its burrowing speed and leaves a 5 foot-wide, 8-foot-high tunnel in its wake.|||Multiattack. The umber hulk makes three attacks: two with its claws and one with its mandibles.|||Claw. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 9 (1d8 + 5) slashing damage.|||Mandibles. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) slashing damage.","18 (natural armor)","93 (11d10 + 33)"," 30 ft., burrow 20 ft.","20 (+5)","13 (+1)","16 (+3)","9 (-1)","10 (+0)","10 (+0)",""," darkvision 120 ft., tremorsense 60 ft., passive Perception 10","Umber Hulk","5 (1800 XP)",5,https://www.aidedd.org/dnd/images/umber-hulk.jpg
338,Unicorn,"Large celestial, lawful good","Charge. If the unicorn moves at least 20 feet straight toward a target and then hits it with a horn attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone.|||Innate Spellcasting. The unicorn's innate spellcasting ability is Charisma (spell save DC 14). The unicorn can innately cast the following spells, requiring no components:|||Magic Resistance. The unicorn has advantage on saving throws against spells and other magical effects.|||Magic Weapons. The unicorn's weapon attacks are magical.|||Multiattack. The unicorn makes two attacks: one with its hooves and one with its horn.|||Hooves. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.|||Horn. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage.|||Healing Touch (3/Day). The unicorn touches another creature with its horn. The target magically regains 11 (2d8 + 2) hit points. In addition, the touch removes all diseases and neutralizes all poisons afflicting the target.|||Teleport (1/Day). The unicorn magically teleports itself and up to three willing creatures it can see within 5 feet of it, along with any equipment they are wearing or carrying, to a location the unicorn is familiar with, up to 1 mile away.|||The unicorn can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The unicorn regains spent legendary actions at the start of its turn.|||Hooves. The unicorn makes one attack with its hooves.|||Shimmering Shield (Costs 2 Actions). The unicorn creates a shimmering, magical field around itself or another creature it can see within 60 feet of it. The target gains a +2 bonus to AC until the end of the unicorn's next turn.|||Heal Self (Costs 3 Actions). The unicorn magically regains 11 (2d8 + 2) hit points.",12,"67 (9d10 + 18)","50 ft.","18 (+4)","14 (+2)","15 (+2)","11 (+0)","17 (+3)","16 (+3)","Damage Immunities: poison|||Condition Immunities: charmed, paralyzed, poisoned|||"," darkvision 60 ft., passive Perception 13"," Celestial, Elvish, Sylvan, telepathy 60 ft.","5 (1800 XP)",5,https://www.aidedd.org/dnd/images/unicorn.jpg
339,Vampire,"Medium undead (Shapechanger), lawful evil","Shapechanger. If the vampire isn't in sunlight or running water, it can use its action to polymorph into a Tiny bat or a Medium cloud of mist, or back into its true form. While in bat form, the vampire can't speak, its walking speed is 5 feet, and it has a flying speed of 30 feet. Its statistics, other than its size and speed, are unchanged. Anything it is wearing transforms with it, but nothing it is carrying does. It reverts to its true form if it dies. While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless, has a flying speed of 20 feet, can hover, and can enter a hostile creature's space and stop there. In addition, if air can pass through a space, the mist can do so without squeezing, and it can't pass through water. It has advantage on Strength, Dexterity, and Constitution saving throws, and it is immune to all nonmagical damage, except the damage it takes from sunlight.|||Legendary Resistance (3/Day). If the vampire fails a saving throw, it can choose to succeed instead.|||Misty Escape. When it drops to 0 hit points outside its resting place, the vampire transforms into a cloud of mist (as in the Shapechanger trait) instead of falling unconscious, provided that it isn't in sunlight or running water. If it can't transform, it is destroyed. While it has 0 hit points in mist form, it can't revert to its vampire form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it reverts to its vampire form. It is then paralyzed until it regains at least 1 hit point. After spending 1 hour in its resting place with 0 hit points, it regains 1 hit point.|||Regeneration. The vampire regains 20 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn.|||Spider Climb. The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.|||Vampire Weaknesses. The vampire has the following flaws:|||Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants.|||Harmed by Running Water. The vampire takes 20 acid damage if it ends its turn in running water.|||Stake to the Heart. If a piercing weapon made of wood is driven into the vampire's heart while the vampire is incapacitated in its resting place, the vampire is paralyzed until the stake is removed.|||Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.|||Multiattack (Vampire Form Only). The vampire makes two attacks, only one of which can be a bite attack.|||Unarmed Strike (Vampire Form Only). Melee Weapon Attack: +9 to hit, reach 5 ft., one creature. Hit: 8 (1d8 + 4) bludgeoning damage. Instead of dealing damage, the vampire can grapple the target (escape DC 18).|||Bite (Bat or Vampire Form Only). Melee Weapon Attack: +9 to hit, reach 5 ft., one willing creature, or a creature that is grappled by the vampire, incapacitated, or restrained. Hit: 7 (1d6 + 4) piercing damage plus 10 (3d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken, and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain in this way and then buried in the ground rises the following night as a vampire spawn under the vampire's control.|||Charm. The vampire targets one humanoid it can see within 30 feet of it. If the target can see the vampire, the target must succeed on a DC 17 Wisdom saving throw against this magic or be charmed by the vampire. The charmed target regards the vampire as a trusted friend to be heeded and protected. Although the target isn't under the vampire's control, it takes the vampire's requests or actions in the most favorable way it can, and it is a willing target for the vampire's bit attack. Each time the vampire or the vampire's companions do anything harmful to the target, it can repeat the saving throw, ending the effect on itself on a success. Otherwise, the effect lasts 24 hours or until the vampire is destroyed, is on a different plane of existence than the target, or takes a bonus action to end the effect.|||Children ofthe Night (1/Day). The vampire magically calls 2d4 swarms of bats or rats, provided that the sun isn't up. While outdoors, the vampire can call 3d6 wolves instead. The called creatures arrive in 1d4 rounds, acting as allies of the vampire and obeying its spoken commands. The beasts remain for 1 hour, until the vampire dies, or until the vampire dismisses them as a bonus action.|||The vampire can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The vampire regains spent legendary actions at the start of its turn.|||Move. The vampire moves up to its speed without provoking opportunity attacks.|||Unarmed Strike. The vampire makes one unarmed strike.|||Bite (Costs 2 Actions). The vampire makes one bite attack.","16 (natural armor)","144 (17d8 + 68)","30 ft.","18 (+4)","18 (+4)","18 (+4)","17 (+3)","15 (+2)","18 (+4)","Saving Throws: Dex +9, Wis +7, Cha +9|||Skills: Perception +7, Stealth +9|||Damage Resistances: necrotic; bludgeoning, piercing, and slashing from nonmagical attacks|||"," darkvision 120 ft., passive Perception 17","the languages it knew in life","13 (10000 XP)",5,https://www.aidedd.org/dnd/images/vampire.jpg
340,"Vampire Spawn","Medium undead, neutral evil","Regeneration. The vampire regains 10 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn.|||Spider Climb. The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.|||Vampire Weaknesses. The vampire has the following flaws:|||Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants.|||Harmed by Running Water. The vampire takes 20 acid damage when it ends its turn in running water.|||Stake to the Heart. The vampire is destroyed if a piercing weapon made of wood is driven into its heart while it is incapacitated in its resting place.|||Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.|||Multiattack. The vampire makes two attacks, only one of which can be a bite attack.|||Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 8 (2d4 + 3) slashing damage. Instead of dealing damage, the vampire can grapple the target (escape DC 13).|||Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one willing creature, or a creature that is grappled by the vampire, incapacitated, or restrained. Hit: 6 (1d6 + 3) piercing damage plus 7 (2d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken, and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.","15 (natural armor)","82 (11d8 + 33)","30 ft.","16 (+3)","16 (+3)","16 (+3)","11 (+0)","10 (+0)","12 (+1)","Saving Throws: Dex +6, Wis +3|||Skills: Perception +3, Stealth +6|||Damage Resistances: necrotic; bludgeoning, piercing, and slashing from nonmagical attacks|||"," darkvision 60 ft., passive Perception 13","the languages it knew in life","5 (1800 XP)",5,https://www.aidedd.org/dnd/images/vampire-spawn.jpg
341,Veteran,"Medium humanoid (any race), any alignment","Multiattack. The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.|||Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.|||Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.|||Heavy Crossbow. Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target. Hit: 6 (1d10 + 1) piercing damage.","17 (splint)","58 (9d8 + 18)","30 ft.","16 (+3)","13 (+1)","14 (+2)","10 (+0)","11 (+0)","10 (+0)","Skills: Athletics +5, Perception +2|||","passive Perception 12","any one language (usually Common)","3 (700 XP)",5,""
342,"Violet Fungus","Medium plant, unaligned","False Appearance. While the violet fungus remains motionless, it is indistinguishable from an ordinary fungus.|||Multiattack. The fungus makes 1d4 Rotting Touch attacks.|||Rotting Touch. Melee Weapon Attack: +2 to hit, reach 10 ft., one creature. Hit: 4 (1d8) necrotic damage.",5,"18 (4d8)","5 ft.","3 (-4)","1 (-5)","10 (+0)","1 (-5)","3 (-4)","1 (-5)","Condition Immunities: blinded, deafened, frightened|||"," blindsight 30 ft. (blind beyond this radius), passive Perception 6","—","1/4 (50 XP)",5,https://www.aidedd.org/dnd/images/violet-fungus.jpg
343,Vrock,"Large fiend (Demon), chaotic evil","Magic Resistance. The vrock has advantage on saving throws against spells and other magical effects.|||Multiattack. The vrock makes two attacks: one with its beak and one with its talons.|||Beak. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage.|||Talons. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 14 (2d10 + 3) slashing damage.|||Spores (Recharge 6). A 15-foot-radius cloud of toxic spores extends out from the vrock. The spores spread around corners. Each creature in that area must succeed on a DC 14 Constitution saving throw or become poisoned. While poisoned in this way, a target takes 5 (1d10) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Emptying a vial of holy water on the target also ends the effect on it.|||Stunning Screech (1/Day). The vrock emits a horrific screech. Each creature within 20 feet of it that can hear it and that isn't a demon must succeed on a DC 14 Constitution saving throw or be stunned until the end of the vrock's next turn.","15 (natural armor)","104 (11d10 + 44)"," 40 ft., fly 60 ft.","17 (+3)","15 (+2)","18 (+4)","8 (-1)","13 (+1)","8 (-1)","Saving Throws: Dex +5, Wis +4, Cha +2|||Damage Resistances: cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks|||Damage Immunities: poison|||Condition Immunities: poisoned|||"," darkvision 120 ft., passive Perception 11"," Abyssal, telepathy 120 ft.","6 (2300 XP)",5,https://www.aidedd.org/dnd/images/demon-vrock.jpg
344,Vulture,"Medium beast, unaligned","Keen Sight and Smell. The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell.|||Pack Tactics. The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 feet of the creature and the ally isn't incapacitated.|||Beak. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) piercing damage.",10,"5 (1d8 + 1)"," 10 ft., fly 50 ft.","7 (-2)","10 (+0)","13 (+1)","2 (-4)","12 (+1)","4 (-3)","Skills: Perception +3|||","passive Perception 13","—","0 (10 XP)",5,""
345,Warhorse,"Large beast, unaligned","Trampling Charge. If the horse moves at least 20 feet straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can make another attack with its hooves against it as a bonus action.|||Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.",11,"19 (3d10 + 3)","60 ft.","18 (+4)","12 (+1)","13 (+1)","2 (-4)","12 (+1)","7 (-2)","","passive Perception 11","—","1/2 (100 XP)",5,""
346,"Warhorse Skeleton","Large undead, lawful evil","Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.","13 (barding scraps)","22 (3d10 + 6)","60 ft.","18 (+4)","12 (+1)","15 (+2)","2 (-4)","8 (-1)","5 (-3)","Damage Vulnerabilities: bludgeoning|||Damage Immunities: poison|||Condition Immunities: exhaustion, poisoned|||"," darkvision 60 ft., passive Perception 9","—","1/2 (100 XP)",5,""
